player_id,game_id,game_title,game_type,cognitive_skills,max_score,raw_best_score,raw_average_score,play_count
0bf036d7-653e-4845-b973-cccc45b51984,19,Odd One Out,minigame,Reasoning,175,95,65,2
0bf036d7-653e-4845-b973-cccc45b51984,34,Level 5,level,Reasoning,190,68,68,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,0,Cipher Rush,minigame,Attention;Reflex,250,166,166,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,1,Match-a-Mole,minigame,Reflex;Attention,300,199,180,4
116cc9df-3972-418f-8b08-06dbc9fdb86b,3,Feed The Fishes,minigame,Memory;Attention,90,62,55,2
116cc9df-3972-418f-8b08-06dbc9fdb86b,4,Train of Thoughts,minigame,Reflex;Reasoning,200,139,125,6
116cc9df-3972-418f-8b08-06dbc9fdb86b,5,Match The Notes,minigame,Memory;Perception,200,122,122,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,6,Wordify,minigame,Learning,70,46,43,2
116cc9df-3972-418f-8b08-06dbc9fdb86b,8,Word Reveal,minigame,Attention;Memory,170,106,106,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,9,Precision Product,minigame,Reflex;Learning,225,147,140,2
116cc9df-3972-418f-8b08-06dbc9fdb86b,10,Sequence Grid,minigame,Memory,100,62,62,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,12,"Faster, Please",minigame,Reflex,200,135,125,2
116cc9df-3972-418f-8b08-06dbc9fdb86b,14,Word Bubble,minigame,Learning,200,136,122,2
116cc9df-3972-418f-8b08-06dbc9fdb86b,15,Sequence Match,minigame,Memory,80,54,54,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,16,Verbal Memory,minigame,Memory,250,150,150,1
116cc9df-3972-418f-8b08-06dbc9fdb86b,17,Number Memory,minigame,Memory,125,86,79,7
116cc9df-3972-418f-8b08-06dbc9fdb86b,18,Stop The Clock,minigame,Reflex,800,526,491,13
116cc9df-3972-418f-8b08-06dbc9fdb86b,30,Level 1,level,Reflex;Attention,95,63,61,4
116cc9df-3972-418f-8b08-06dbc9fdb86b,31,Level 2,level,Memory;Attention,100,65,60,2
116cc9df-3972-418f-8b08-06dbc9fdb86b,33,Level 4,level,Reasoning;Reflex,120,82,76,2
11e71038-d788-41ef-94c1-8a710d21ddaf,0,Cipher Rush,minigame,Attention;Reflex,250,125,125,1
11e71038-d788-41ef-94c1-8a710d21ddaf,1,Match-a-Mole,minigame,Reflex;Attention,300,190,190,1
11e71038-d788-41ef-94c1-8a710d21ddaf,2,"Good Guy, Bad Guy",minigame,Memory,200,115,115,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,0,Cipher Rush,minigame,Attention;Reflex,250,132,132,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,1,Match-a-Mole,minigame,Reflex;Attention,300,122,122,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,2,"Good Guy, Bad Guy",minigame,Memory,200,103,84,10
1d638396-0c39-4bb7-9ac6-68bc1a59d585,3,Feed The Fishes,minigame,Memory;Attention,90,51,41,6
1d638396-0c39-4bb7-9ac6-68bc1a59d585,4,Train of Thoughts,minigame,Reflex;Reasoning,200,100,94,2
1d638396-0c39-4bb7-9ac6-68bc1a59d585,5,Match The Notes,minigame,Memory;Perception,200,99,87,5
1d638396-0c39-4bb7-9ac6-68bc1a59d585,6,Wordify,minigame,Learning,70,31,31,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,7,Find Me If You Can,minigame,Perception,275,138,138,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,8,Word Reveal,minigame,Attention;Memory,170,87,68,3
1d638396-0c39-4bb7-9ac6-68bc1a59d585,9,Precision Product,minigame,Reflex;Learning,225,119,119,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,10,Sequence Grid,minigame,Memory,100,51,51,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,11,Perception Match,minigame,Perception;Memory,250,111,111,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,12,"Faster, Please",minigame,Reflex,200,116,89,10
1d638396-0c39-4bb7-9ac6-68bc1a59d585,13,Wordle,minigame,Learning;Reasoning,170,98,68,13
1d638396-0c39-4bb7-9ac6-68bc1a59d585,14,Word Bubble,minigame,Learning,200,108,108,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,15,Sequence Match,minigame,Memory,80,41,34,2
1d638396-0c39-4bb7-9ac6-68bc1a59d585,16,Verbal Memory,minigame,Memory,250,132,119,5
1d638396-0c39-4bb7-9ac6-68bc1a59d585,17,Number Memory,minigame,Memory,125,52,52,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,18,Stop The Clock,minigame,Reflex,800,335,335,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,19,Odd One Out,minigame,Reasoning,175,100,100,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,30,Level 1,level,Reflex;Attention,95,49,49,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,31,Level 2,level,Memory;Attention,100,57,46,20
1d638396-0c39-4bb7-9ac6-68bc1a59d585,32,Level 3,level,Memory;Perception,85,43,43,1
1d638396-0c39-4bb7-9ac6-68bc1a59d585,33,Level 4,level,Reasoning;Reflex,120,64,57,2
1d638396-0c39-4bb7-9ac6-68bc1a59d585,34,Level 5,level,Reasoning,190,97,97,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,0,Cipher Rush,minigame,Attention;Reflex,250,91,91,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,1,Match-a-Mole,minigame,Reflex;Attention,300,91,91,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,2,"Good Guy, Bad Guy",minigame,Memory,200,84,66,3
2500f14f-bd64-4e2b-a235-f69ea95609ec,3,Feed The Fishes,minigame,Memory;Attention,90,34,34,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,4,Train of Thoughts,minigame,Reflex;Reasoning,200,74,74,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,5,Match The Notes,minigame,Memory;Perception,200,78,78,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,6,Wordify,minigame,Learning,70,29,21,2
2500f14f-bd64-4e2b-a235-f69ea95609ec,7,Find Me If You Can,minigame,Perception,275,109,83,2
2500f14f-bd64-4e2b-a235-f69ea95609ec,10,Sequence Grid,minigame,Memory,100,35,35,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,11,Perception Match,minigame,Perception;Memory,250,76,76,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,14,Word Bubble,minigame,Learning,200,64,64,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,16,Verbal Memory,minigame,Memory,250,91,91,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,18,Stop The Clock,minigame,Reflex,800,284,284,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,19,Odd One Out,minigame,Reasoning,175,56,56,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,30,Level 1,level,Reflex;Attention,95,34,34,1
2500f14f-bd64-4e2b-a235-f69ea95609ec,31,Level 2,level,Memory;Attention,100,40,38,3
2500f14f-bd64-4e2b-a235-f69ea95609ec,33,Level 4,level,Reasoning;Reflex,120,46,46,1
263c474c-b7dd-43c5-9557-4da49755a00d,0,Cipher Rush,minigame,Attention;Reflex,250,185,185,1
263c474c-b7dd-43c5-9557-4da49755a00d,1,Match-a-Mole,minigame,Reflex;Attention,300,127,127,1
263c474c-b7dd-43c5-9557-4da49755a00d,2,"Good Guy, Bad Guy",minigame,Memory,200,103,103,1
263c474c-b7dd-43c5-9557-4da49755a00d,3,Feed The Fishes,minigame,Memory;Attention,90,48,48,1
263c474c-b7dd-43c5-9557-4da49755a00d,4,Train of Thoughts,minigame,Reflex;Reasoning,200,122,122,1
263c474c-b7dd-43c5-9557-4da49755a00d,5,Match The Notes,minigame,Memory;Perception,200,173,173,1
263c474c-b7dd-43c5-9557-4da49755a00d,6,Wordify,minigame,Learning,70,50,50,1
263c474c-b7dd-43c5-9557-4da49755a00d,7,Find Me If You Can,minigame,Perception,275,211,211,1
263c474c-b7dd-43c5-9557-4da49755a00d,9,Precision Product,minigame,Reflex;Learning,225,161,133,7
263c474c-b7dd-43c5-9557-4da49755a00d,10,Sequence Grid,minigame,Memory,100,69,55,4
263c474c-b7dd-43c5-9557-4da49755a00d,11,Perception Match,minigame,Perception;Memory,250,245,245,1
263c474c-b7dd-43c5-9557-4da49755a00d,12,"Faster, Please",minigame,Reflex,200,122,114,3
263c474c-b7dd-43c5-9557-4da49755a00d,13,Wordle,minigame,Learning;Reasoning,170,95,95,1
263c474c-b7dd-43c5-9557-4da49755a00d,14,Word Bubble,minigame,Learning,200,119,119,1
263c474c-b7dd-43c5-9557-4da49755a00d,15,Sequence Match,minigame,Memory,80,46,39,2
263c474c-b7dd-43c5-9557-4da49755a00d,16,Verbal Memory,minigame,Memory,250,106,106,1
263c474c-b7dd-43c5-9557-4da49755a00d,17,Number Memory,minigame,Memory,125,67,67,1
263c474c-b7dd-43c5-9557-4da49755a00d,18,Stop The Clock,minigame,Reflex,800,575,488,2
263c474c-b7dd-43c5-9557-4da49755a00d,19,Odd One Out,minigame,Reasoning,175,87,87,1
263c474c-b7dd-43c5-9557-4da49755a00d,30,Level 1,level,Reflex;Attention,95,58,58,1
263c474c-b7dd-43c5-9557-4da49755a00d,31,Level 2,level,Memory;Attention,100,69,69,1
263c474c-b7dd-43c5-9557-4da49755a00d,32,Level 3,level,Memory;Perception,85,47,37,5
263c474c-b7dd-43c5-9557-4da49755a00d,33,Level 4,level,Reasoning;Reflex,120,72,55,2
263c474c-b7dd-43c5-9557-4da49755a00d,34,Level 5,level,Reasoning,190,158,158,1
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,2,"Good Guy, Bad Guy",minigame,Memory,200,130,119,7
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,6,Wordify,minigame,Learning,70,35,33,2
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,11,Perception Match,minigame,Perception;Memory,250,181,113,2
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,12,"Faster, Please",minigame,Reflex,200,112,112,1
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,13,Wordle,minigame,Learning;Reasoning,170,117,105,2
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,14,Word Bubble,minigame,Learning,200,92,68,2
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,32,Level 3,level,Memory;Perception,85,42,42,1
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,33,Level 4,level,Reasoning;Reflex,120,100,88,4
2a38dbe1-3ef4-4e4e-b02b-c2871e68216b,34,Level 5,level,Reasoning,190,140,125,3
2f63d0f5-3731-4e44-87b3-2e5ba8b306d6,6,Wordify,minigame,Learning,70,40,40,1
2f63d0f5-3731-4e44-87b3-2e5ba8b306d6,8,Word Reveal,minigame,Attention;Memory,170,130,130,1
2f63d0f5-3731-4e44-87b3-2e5ba8b306d6,13,Wordle,minigame,Learning;Reasoning,170,120,110,2
33d08ff5-31e3-44b9-9100-e1ae687fd601,19,Odd One Out,minigame,Reasoning,175,100,100,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,0,Cipher Rush,minigame,Attention;Reflex,250,116,116,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,1,Match-a-Mole,minigame,Reflex;Attention,300,120,120,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,2,"Good Guy, Bad Guy",minigame,Memory,200,105,105,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,4,Train of Thoughts,minigame,Reflex;Reasoning,200,123,98,3
3477a1f7-268c-4987-8614-5a1ac6bbbfec,7,Find Me If You Can,minigame,Perception,275,159,115,2
3477a1f7-268c-4987-8614-5a1ac6bbbfec,8,Word Reveal,minigame,Attention;Memory,170,72,72,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,9,Precision Product,minigame,Reflex;Learning,225,94,94,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,10,Sequence Grid,minigame,Memory,100,46,46,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,11,Perception Match,minigame,Perception;Memory,250,121,121,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,12,"Faster, Please",minigame,Reflex,200,85,85,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,13,Wordle,minigame,Learning;Reasoning,170,82,82,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,14,Word Bubble,minigame,Learning,200,91,91,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,15,Sequence Match,minigame,Memory,80,47,46,3
3477a1f7-268c-4987-8614-5a1ac6bbbfec,16,Verbal Memory,minigame,Memory,250,140,124,2
3477a1f7-268c-4987-8614-5a1ac6bbbfec,18,Stop The Clock,minigame,Reflex,800,380,380,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,30,Level 1,level,Reflex;Attention,95,40,40,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,31,Level 2,level,Memory;Attention,100,51,51,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,32,Level 3,level,Memory;Perception,85,36,36,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,33,Level 4,level,Reasoning;Reflex,120,54,54,1
3477a1f7-268c-4987-8614-5a1ac6bbbfec,34,Level 5,level,Reasoning,190,105,76,2
354e20d4-599b-42fc-a2b0-122ca4feb2d9,0,Cipher Rush,minigame,Attention;Reflex,250,141,141,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,1,Match-a-Mole,minigame,Reflex;Attention,300,151,151,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,2,"Good Guy, Bad Guy",minigame,Memory,200,106,106,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,3,Feed The Fishes,minigame,Memory;Attention,90,47,47,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,4,Train of Thoughts,minigame,Reflex;Reasoning,200,115,115,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,5,Match The Notes,minigame,Memory;Perception,200,119,105,2
354e20d4-599b-42fc-a2b0-122ca4feb2d9,7,Find Me If You Can,minigame,Perception,275,140,140,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,8,Word Reveal,minigame,Attention;Memory,170,94,88,2
354e20d4-599b-42fc-a2b0-122ca4feb2d9,10,Sequence Grid,minigame,Memory,100,52,52,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,11,Perception Match,minigame,Perception;Memory,250,138,138,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,12,"Faster, Please",minigame,Reflex,200,101,101,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,13,Wordle,minigame,Learning;Reasoning,170,88,88,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,14,Word Bubble,minigame,Learning,200,113,113,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,17,Number Memory,minigame,Memory,125,69,69,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,18,Stop The Clock,minigame,Reflex,800,418,418,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,19,Odd One Out,minigame,Reasoning,175,98,98,1
354e20d4-599b-42fc-a2b0-122ca4feb2d9,30,Level 1,level,Reflex;Attention,95,52,51,6
364223cd-b583-4eeb-87c7-478c7c0debf4,0,Cipher Rush,minigame,Attention;Reflex,250,152,152,1
364223cd-b583-4eeb-87c7-478c7c0debf4,2,"Good Guy, Bad Guy",minigame,Memory,200,91,91,1
364223cd-b583-4eeb-87c7-478c7c0debf4,8,Word Reveal,minigame,Attention;Memory,170,88,88,1
364223cd-b583-4eeb-87c7-478c7c0debf4,9,Precision Product,minigame,Reflex;Learning,225,164,164,1
364223cd-b583-4eeb-87c7-478c7c0debf4,10,Sequence Grid,minigame,Memory,100,66,53,2
364223cd-b583-4eeb-87c7-478c7c0debf4,13,Wordle,minigame,Learning;Reasoning,170,149,134,5
364223cd-b583-4eeb-87c7-478c7c0debf4,15,Sequence Match,minigame,Memory,80,44,44,1
364223cd-b583-4eeb-87c7-478c7c0debf4,16,Verbal Memory,minigame,Memory,250,150,113,13
364223cd-b583-4eeb-87c7-478c7c0debf4,17,Number Memory,minigame,Memory,125,72,72,1
364223cd-b583-4eeb-87c7-478c7c0debf4,32,Level 3,level,Memory;Perception,85,51,39,4
364223cd-b583-4eeb-87c7-478c7c0debf4,33,Level 4,level,Reasoning;Reflex,120,93,93,1
36f8a2f6-7625-4ceb-aca1-6949807b6339,1,Match-a-Mole,minigame,Reflex;Attention,300,196,182,2
36f8a2f6-7625-4ceb-aca1-6949807b6339,3,Feed The Fishes,minigame,Memory;Attention,90,61,52,2
36f8a2f6-7625-4ceb-aca1-6949807b6339,4,Train of Thoughts,minigame,Reflex;Reasoning,200,144,123,2
36f8a2f6-7625-4ceb-aca1-6949807b6339,6,Wordify,minigame,Learning,70,46,44,2
36f8a2f6-7625-4ceb-aca1-6949807b6339,7,Find Me If You Can,minigame,Perception,275,174,174,1
36f8a2f6-7625-4ceb-aca1-6949807b6339,12,"Faster, Please",minigame,Reflex,200,111,111,1
36f8a2f6-7625-4ceb-aca1-6949807b6339,18,Stop The Clock,minigame,Reflex,800,475,475,1
36f8a2f6-7625-4ceb-aca1-6949807b6339,19,Odd One Out,minigame,Reasoning,175,114,104,3
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,0,Cipher Rush,minigame,Attention;Reflex,250,201,201,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,1,Match-a-Mole,minigame,Reflex;Attention,300,219,219,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,2,"Good Guy, Bad Guy",minigame,Memory,200,164,164,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,3,Feed The Fishes,minigame,Memory;Attention,90,75,70,4
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,4,Train of Thoughts,minigame,Reflex;Reasoning,200,110,110,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,5,Match The Notes,minigame,Memory;Perception,200,145,145,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,6,Wordify,minigame,Learning,70,45,45,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,7,Find Me If You Can,minigame,Perception,275,221,194,6
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,8,Word Reveal,minigame,Attention;Memory,170,124,103,5
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,9,Precision Product,minigame,Reflex;Learning,225,143,129,3
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,10,Sequence Grid,minigame,Memory,100,65,65,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,11,Perception Match,minigame,Perception;Memory,250,185,180,2
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,12,"Faster, Please",minigame,Reflex,200,172,156,2
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,13,Wordle,minigame,Learning;Reasoning,170,97,81,3
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,14,Word Bubble,minigame,Learning,200,168,168,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,15,Sequence Match,minigame,Memory,80,30,20,2
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,16,Verbal Memory,minigame,Memory,250,117,110,5
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,17,Number Memory,minigame,Memory,125,100,100,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,18,Stop The Clock,minigame,Reflex,800,326,314,3
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,19,Odd One Out,minigame,Reasoning,175,138,125,3
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,30,Level 1,level,Reflex;Attention,95,60,60,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,31,Level 2,level,Memory;Attention,100,51,51,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,32,Level 3,level,Memory;Perception,85,70,51,2
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,33,Level 4,level,Reasoning;Reflex,120,39,39,1
3b1b8792-4d96-47cb-ab4b-86aae21e1ace,34,Level 5,level,Reasoning,190,89,89,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),0,Cipher Rush,minigame,Attention;Reflex,250,145,136,2
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),1,Match-a-Mole,minigame,Reflex;Attention,300,162,162,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),2,"Good Guy, Bad Guy",minigame,Memory,200,107,107,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),3,Feed The Fishes,minigame,Memory;Attention,90,55,55,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),4,Train of Thoughts,minigame,Reflex;Reasoning,200,120,120,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),5,Match The Notes,minigame,Memory;Perception,200,127,127,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),6,Wordify,minigame,Learning,70,43,35,2
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),7,Find Me If You Can,minigame,Perception,275,139,139,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),8,Word Reveal,minigame,Attention;Memory,170,91,91,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),10,Sequence Grid,minigame,Memory,100,58,58,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),11,Perception Match,minigame,Perception;Memory,250,126,126,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),12,"Faster, Please",minigame,Reflex,200,106,106,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),18,Stop The Clock,minigame,Reflex,800,478,478,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),19,Odd One Out,minigame,Reasoning,175,102,102,1
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),30,Level 1,level,Reflex;Attention,95,59,49,6
45eac662-3ea6-4f0a-a327-18910895411d,1,Match-a-Mole,minigame,Reflex;Attention,300,226,212,3
45eac662-3ea6-4f0a-a327-18910895411d,6,Wordify,minigame,Learning,70,60,55,5
45eac662-3ea6-4f0a-a327-18910895411d,7,Find Me If You Can,minigame,Perception,275,227,184,2
45eac662-3ea6-4f0a-a327-18910895411d,10,Sequence Grid,minigame,Memory,100,79,79,1
45eac662-3ea6-4f0a-a327-18910895411d,13,Wordle,minigame,Learning;Reasoning,170,151,141,3
45eac662-3ea6-4f0a-a327-18910895411d,14,Word Bubble,minigame,Learning,200,178,162,4
45eac662-3ea6-4f0a-a327-18910895411d,16,Verbal Memory,minigame,Memory,250,164,164,1
45eac662-3ea6-4f0a-a327-18910895411d,33,Level 4,level,Reasoning;Reflex,120,103,93,4
4b128ac4-f4f1-43d6-8973-602d566d7c96,2,"Good Guy, Bad Guy",minigame,Memory,200,171,171,1
4b128ac4-f4f1-43d6-8973-602d566d7c96,7,Find Me If You Can,minigame,Perception,275,185,185,1
4b128ac4-f4f1-43d6-8973-602d566d7c96,8,Word Reveal,minigame,Attention;Memory,170,130,120,2
4b128ac4-f4f1-43d6-8973-602d566d7c96,11,Perception Match,minigame,Perception;Memory,250,220,210,4
4b128ac4-f4f1-43d6-8973-602d566d7c96,12,"Faster, Please",minigame,Reflex,200,167,155,5
4b128ac4-f4f1-43d6-8973-602d566d7c96,14,Word Bubble,minigame,Learning,200,178,178,1
4b128ac4-f4f1-43d6-8973-602d566d7c96,17,Number Memory,minigame,Memory,125,101,97,2
4b128ac4-f4f1-43d6-8973-602d566d7c96,18,Stop The Clock,minigame,Reflex,800,693,662,7
4b128ac4-f4f1-43d6-8973-602d566d7c96,19,Odd One Out,minigame,Reasoning,175,110,110,1
4b128ac4-f4f1-43d6-8973-602d566d7c96,32,Level 3,level,Memory;Perception,85,56,56,1
4b128ac4-f4f1-43d6-8973-602d566d7c96,33,Level 4,level,Reasoning;Reflex,120,100,90,2
4d6edd3c-f110-45e5-ab53-2b4063a425c0,0,Cipher Rush,minigame,Attention;Reflex,250,155,130,2
4d6edd3c-f110-45e5-ab53-2b4063a425c0,1,Match-a-Mole,minigame,Reflex;Attention,300,203,203,1
4d6edd3c-f110-45e5-ab53-2b4063a425c0,2,"Good Guy, Bad Guy",minigame,Memory,200,140,140,1
4d6edd3c-f110-45e5-ab53-2b4063a425c0,3,Feed The Fishes,minigame,Memory;Attention,90,30,30,1
4d6edd3c-f110-45e5-ab53-2b4063a425c0,4,Train of Thoughts,minigame,Reflex;Reasoning,200,66,66,1
4d6edd3c-f110-45e5-ab53-2b4063a425c0,5,Match The Notes,minigame,Memory;Perception,200,164,164,1
4d6edd3c-f110-45e5-ab53-2b4063a425c0,6,Wordify,minigame,Learning,70,37,37,1
4d6edd3c-f110-45e5-ab53-2b4063a425c0,7,Find Me If You Can,minigame,Perception,275,161,150,2
4d6edd3c-f110-45e5-ab53-2b4063a425c0,8,Word Reveal,minigame,Attention;Memory,170,126,100,3
4d6edd3c-f110-45e5-ab53-2b4063a425c0,9,Precision Product,minigame,Reflex;Learning,225,164,164,1
