player_id,game_id,game_title,game_type,cognitive_skills,max_score,raw_best_score,raw_average_score,play_count,normalized_best_score,normalized_average_score,best_score_percent,average_score_percent
1d638396-0c39-4bb7-9ac6-68bc1a59d585,3,Feed The Fishes,minigame,Memory;Attention,90,86,68,6,0.9556,0.7556,95.56,75.56
1d638396-0c39-4bb7-9ac6-68bc1a59d585,4,Train of Thoughts,minigame,Reflex;Reasoning,200,178,152,2,0.89,0.76,89.0,76.0
1d638396-0c39-4bb7-9ac6-68bc1a59d585,5,Match The Notes,minigame,Memory;Perception,200,187,169,5,0.935,0.845,93.5,84.5
1d638396-0c39-4bb7-9ac6-68bc1a59d585,6,Wordify,minigame,Learning,70,54,54,1,0.7714,0.7714,77.14,77.14
1d638396-0c39-4bb7-9ac6-68bc1a59d585,7,Find Me If You Can,minigame,Perception,275,210,210,1,0.7636,0.7636,76.36,76.36
1d638396-0c39-4bb7-9ac6-68bc1a59d585,8,Word Reveal,minigame,Attention;Memory,170,133,114,3,0.7824,0.6706,78.24,67.06
1d638396-0c39-4bb7-9ac6-68bc1a59d585,9,Precision Product,minigame,Reflex;Learning,225,220,220,1,0.9778,0.9778,97.78,97.78
1d638396-0c39-4bb7-9ac6-68bc1a59d585,10,Sequence Grid,minigame,Memory,100,98,98,1,0.98,0.98,98.0,98.0
1d638396-0c39-4bb7-9ac6-68bc1a59d585,11,Perception Match,minigame,Perception;Memory,250,200,200,1,0.8,0.8,80.0,80.0
1d638396-0c39-4bb7-9ac6-68bc1a59d585,12,"Faster, Please",minigame,Reflex,200,168,145,10,0.84,0.725,84.0,72.5
1d638396-0c39-4bb7-9ac6-68bc1a59d585,13,Wordle,minigame,Learning;Reasoning,170,167,141,13,0.9824,0.8294,98.24,82.94
1d638396-0c39-4bb7-9ac6-68bc1a59d585,14,Word Bubble,minigame,Learning,200,162,162,1,0.81,0.81,81.0,81.0
1d638396-0c39-4bb7-9ac6-68bc1a59d585,15,Sequence Match,minigame,Memory,80,75,63,2,0.9375,0.7875,93.75,78.75
1d638396-0c39-4bb7-9ac6-68bc1a59d585,16,Verbal Memory,minigame,Memory,250,237,206,5,0.948,0.824,94.8,82.4
1d638396-0c39-4bb7-9ac6-68bc1a59d585,17,Number Memory,minigame,Memory,125,122,122,1,0.976,0.976,97.6,97.6
1d638396-0c39-4bb7-9ac6-68bc1a59d585,18,Stop The Clock,minigame,Reflex,800,784,784,1,0.98,0.98,98.0,98.0
1d638396-0c39-4bb7-9ac6-68bc1a59d585,19,Odd One Out,minigame,Reasoning,175,150,150,1,0.8571,0.8571,85.71,85.71
1d638396-0c39-4bb7-9ac6-68bc1a59d585,30,Level 1,level,Reflex;Attention,95,68,68,1,0.7158,0.7158,71.58,71.58
1d638396-0c39-4bb7-9ac6-68bc1a59d585,31,Level 2,level,Memory;Attention,100,83,65,20,0.83,0.65,83.0,65.0
1d638396-0c39-4bb7-9ac6-68bc1a59d585,32,Level 3,level,Memory;Perception,85,83,83,1,0.9765,0.9765,97.65,97.65
1d638396-0c39-4bb7-9ac6-68bc1a59d585,33,Level 4,level,Reasoning;Reflex,120,118,103,2,0.9833,0.8583,98.33,85.83
1d638396-0c39-4bb7-9ac6-68bc1a59d585,34,Level 5,level,Reasoning,190,186,186,1,0.9789,0.9789,97.89,97.89
2f63d0f5-3731-4e44-87b3-2e5ba8b306d6,6,Wordify,minigame,Learning,70,0,0,1,0.0,0.0,0.0,0.0
2f63d0f5-3731-4e44-87b3-2e5ba8b306d6,8,Word Reveal,minigame,Attention;Memory,170,140,140,1,0.8235,0.8235,82.35,82.35
2f63d0f5-3731-4e44-87b3-2e5ba8b306d6,13,Wordle,minigame,Learning;Reasoning,170,110,110,1,0.6471,0.6471,64.71,64.71
33d08ff5-31e3-44b9-9100-e1ae687fd601,19,Odd One Out,minigame,Reasoning,175,110,110,1,0.6286,0.6286,62.86,62.86
354e20d4-599b-42fc-a2b0-122ca4feb2d9,0,Cipher Rush,minigame,Attention;Reflex,250,225,225,1,0.9,0.9,90.0,90.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,1,Match-a-Mole,minigame,Reflex;Attention,300,250,250,1,0.8333,0.8333,83.33,83.33
354e20d4-599b-42fc-a2b0-122ca4feb2d9,2,"Good Guy, Bad Guy",minigame,Memory,200,190,190,1,0.95,0.95,95.0,95.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,3,Feed The Fishes,minigame,Memory;Attention,90,90,90,1,1.0,1.0,100.0,100.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,4,Train of Thoughts,minigame,Reflex;Reasoning,200,170,170,1,0.85,0.85,85.0,85.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,5,Match The Notes,minigame,Memory;Perception,200,10,0,2,0.05,0.0,5.0,0.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,7,Find Me If You Can,minigame,Perception,275,195,195,1,0.7091,0.7091,70.91,70.91
354e20d4-599b-42fc-a2b0-122ca4feb2d9,8,Word Reveal,minigame,Attention;Memory,170,0,0,2,0.0,0.0,0.0,0.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,10,Sequence Grid,minigame,Memory,100,50,50,1,0.5,0.5,50.0,50.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,11,Perception Match,minigame,Perception;Memory,250,0,0,1,0.0,0.0,0.0,0.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,12,"Faster, Please",minigame,Reflex,200,156,156,1,0.78,0.78,78.0,78.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,13,Wordle,minigame,Learning;Reasoning,170,10,10,1,0.0588,0.0588,5.88,5.88
354e20d4-599b-42fc-a2b0-122ca4feb2d9,14,Word Bubble,minigame,Learning,200,0,0,1,0.0,0.0,0.0,0.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,17,Number Memory,minigame,Memory,125,80,80,1,0.64,0.64,64.0,64.0
354e20d4-599b-42fc-a2b0-122ca4feb2d9,18,Stop The Clock,minigame,Reflex,800,556,556,1,0.695,0.695,69.5,69.5
354e20d4-599b-42fc-a2b0-122ca4feb2d9,19,Odd One Out,minigame,Reasoning,175,95,95,1,0.5429,0.5429,54.29,54.29
354e20d4-599b-42fc-a2b0-122ca4feb2d9,30,Level 1,level,Reflex;Attention,95,95,95,6,1.0,1.0,100.0,100.0
361c7d6f-1410-4d11-815d-68fdcdadaa74,0,Cipher Rush,minigame,Attention;Reflex,250,194,194,1,0.776,0.776,77.6,77.6
361c7d6f-1410-4d11-815d-68fdcdadaa74,1,Match-a-Mole,minigame,Reflex;Attention,300,108,0,2,0.36,0.0,36.0,0.0
361c7d6f-1410-4d11-815d-68fdcdadaa74,2,"Good Guy, Bad Guy",minigame,Memory,200,106,33,2,0.53,0.165,53.0,16.5
361c7d6f-1410-4d11-815d-68fdcdadaa74,3,Feed The Fishes,minigame,Memory;Attention,90,30,30,1,0.3333,0.3333,33.33,33.33
361c7d6f-1410-4d11-815d-68fdcdadaa74,4,Train of Thoughts,minigame,Reflex;Reasoning,200,172,73,4,0.86,0.365,86.0,36.5
361c7d6f-1410-4d11-815d-68fdcdadaa74,6,Wordify,minigame,Learning,70,39,39,1,0.5571,0.5571,55.71,55.71
361c7d6f-1410-4d11-815d-68fdcdadaa74,7,Find Me If You Can,minigame,Perception,275,214,214,1,0.7782,0.7782,77.82,77.82
361c7d6f-1410-4d11-815d-68fdcdadaa74,8,Word Reveal,minigame,Attention;Memory,170,45,45,1,0.2647,0.2647,26.47,26.47
361c7d6f-1410-4d11-815d-68fdcdadaa74,10,Sequence Grid,minigame,Memory,100,75,55,2,0.75,0.55,75.0,55.0
361c7d6f-1410-4d11-815d-68fdcdadaa74,11,Perception Match,minigame,Perception;Memory,250,156,156,1,0.624,0.624,62.4,62.4
361c7d6f-1410-4d11-815d-68fdcdadaa74,13,Wordle,minigame,Learning;Reasoning,170,83,83,1,0.4882,0.4882,48.82,48.82
361c7d6f-1410-4d11-815d-68fdcdadaa74,14,Word Bubble,minigame,Learning,200,164,164,1,0.82,0.82,82.0,82.0
361c7d6f-1410-4d11-815d-68fdcdadaa74,16,Verbal Memory,minigame,Memory,250,70,70,1,0.28,0.28,28.0,28.0
361c7d6f-1410-4d11-815d-68fdcdadaa74,17,Number Memory,minigame,Memory,125,57,57,1,0.456,0.456,45.6,45.6
361c7d6f-1410-4d11-815d-68fdcdadaa74,19,Odd One Out,minigame,Reasoning,175,128,128,1,0.7314,0.7314,73.14,73.14
361c7d6f-1410-4d11-815d-68fdcdadaa74,30,Level 1,level,Reflex;Attention,95,48,48,1,0.5053,0.5053,50.53,50.53
361c7d6f-1410-4d11-815d-68fdcdadaa74,31,Level 2,level,Memory;Attention,100,59,59,1,0.59,0.59,59.0,59.0
361c7d6f-1410-4d11-815d-68fdcdadaa74,32,Level 3,level,Memory;Perception,85,50,50,1,0.5882,0.5882,58.82,58.82
361c7d6f-1410-4d11-815d-68fdcdadaa74,34,Level 5,level,Reasoning,190,101,101,1,0.5316,0.5316,53.16,53.16
364223cd-b583-4eeb-87c7-478c7c0debf4,0,Cipher Rush,minigame,Attention;Reflex,250,72,72,1,0.288,0.288,28.8,28.8
364223cd-b583-4eeb-87c7-478c7c0debf4,2,"Good Guy, Bad Guy",minigame,Memory,200,103,103,1,0.515,0.515,51.5,51.5
364223cd-b583-4eeb-87c7-478c7c0debf4,8,Word Reveal,minigame,Attention;Memory,170,105,105,1,0.6176,0.6176,61.76,61.76
364223cd-b583-4eeb-87c7-478c7c0debf4,9,Precision Product,minigame,Reflex;Learning,225,118,118,1,0.5244,0.5244,52.44,52.44
364223cd-b583-4eeb-87c7-478c7c0debf4,10,Sequence Grid,minigame,Memory,100,69,56,2,0.69,0.56,69.0,56.0
364223cd-b583-4eeb-87c7-478c7c0debf4,13,Wordle,minigame,Learning;Reasoning,170,112,86,2,0.6588,0.5059,65.88,50.59
364223cd-b583-4eeb-87c7-478c7c0debf4,15,Sequence Match,minigame,Memory,80,48,48,1,0.6,0.6,60.0,60.0
364223cd-b583-4eeb-87c7-478c7c0debf4,16,Verbal Memory,minigame,Memory,250,126,95,13,0.504,0.38,50.4,38.0
364223cd-b583-4eeb-87c7-478c7c0debf4,17,Number Memory,minigame,Memory,125,51,51,1,0.408,0.408,40.8,40.8
364223cd-b583-4eeb-87c7-478c7c0debf4,32,Level 3,level,Memory;Perception,85,33,23,4,0.3882,0.2706,38.82,27.06
364223cd-b583-4eeb-87c7-478c7c0debf4,33,Level 4,level,Reasoning;Reflex,120,58,58,1,0.4833,0.4833,48.33,48.33
36f8a2f6-7625-4ceb-aca1-6949807b6339,1,Match-a-Mole,minigame,Reflex;Attention,300,240,205,2,0.8,0.6833,80.0,68.33
36f8a2f6-7625-4ceb-aca1-6949807b6339,3,Feed The Fishes,minigame,Memory;Attention,90,80,68,2,0.8889,0.7556,88.89,75.56
36f8a2f6-7625-4ceb-aca1-6949807b6339,4,Train of Thoughts,minigame,Reflex;Reasoning,200,155,125,2,0.775,0.625,77.5,62.5
36f8a2f6-7625-4ceb-aca1-6949807b6339,6,Wordify,minigame,Learning,70,20,20,2,0.2857,0.2857,28.57,28.57
36f8a2f6-7625-4ceb-aca1-6949807b6339,7,Find Me If You Can,minigame,Perception,275,195,195,1,0.7091,0.7091,70.91,70.91
36f8a2f6-7625-4ceb-aca1-6949807b6339,12,"Faster, Please",minigame,Reflex,200,157,157,1,0.785,0.785,78.5,78.5
36f8a2f6-7625-4ceb-aca1-6949807b6339,18,Stop The Clock,minigame,Reflex,800,171,171,1,0.2138,0.2138,21.38,21.38
36f8a2f6-7625-4ceb-aca1-6949807b6339,19,Odd One Out,minigame,Reasoning,175,90,43,3,0.5143,0.2457,51.43,24.57
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),0,Cipher Rush,minigame,Attention;Reflex,250,170,160,2,0.68,0.64,68.0,64.0
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),1,Match-a-Mole,minigame,Reflex;Attention,300,230,230,1,0.7667,0.7667,76.67,76.67
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),2,"Good Guy, Bad Guy",minigame,Memory,200,155,155,1,0.775,0.775,77.5,77.5
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),3,Feed The Fishes,minigame,Memory;Attention,90,90,90,1,1.0,1.0,100.0,100.0
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),4,Train of Thoughts,minigame,Reflex;Reasoning,200,185,185,1,0.925,0.925,92.5,92.5
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),5,Match The Notes,minigame,Memory;Perception,200,45,45,1,0.225,0.225,22.5,22.5
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),6,Wordify,minigame,Learning,70,30,20,2,0.4286,0.2857,42.86,28.57
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),7,Find Me If You Can,minigame,Perception,275,235,235,1,0.8545,0.8545,85.45,85.45
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),8,Word Reveal,minigame,Attention;Memory,170,63,63,1,0.3706,0.3706,37.06,37.06
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),10,Sequence Grid,minigame,Memory,100,70,70,1,0.7,0.7,70.0,70.0
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),11,Perception Match,minigame,Perception;Memory,250,145,145,1,0.58,0.58,58.0,58.0
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),12,"Faster, Please",minigame,Reflex,200,172,172,1,0.86,0.86,86.0,86.0
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),18,Stop The Clock,minigame,Reflex,800,616,616,1,0.77,0.77,77.0,77.0
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),19,Odd One Out,minigame,Reasoning,175,160,160,1,0.9143,0.9143,91.43,91.43
42e366fd-7fbd-4312-ae4b-f4856249d7b5 (1),30,Level 1,level,Reflex;Attention,95,95,95,6,1.0,1.0,100.0,100.0
45eac662-3ea6-4f0a-a327-18910895411d,1,Match-a-Mole,minigame,Reflex;Attention,300,43,0,3,0.1433,0.0,14.33,0.0
45eac662-3ea6-4f0a-a327-18910895411d,6,Wordify,minigame,Learning,70,25,25,1,0.3571,0.3571,35.71,35.71
45eac662-3ea6-4f0a-a327-18910895411d,7,Find Me If You Can,minigame,Perception,275,32,14,2,0.1164,0.0509,11.64,5.09
45eac662-3ea6-4f0a-a327-18910895411d,10,Sequence Grid,minigame,Memory,100,40,40,1,0.4,0.4,40.0,40.0
45eac662-3ea6-4f0a-a327-18910895411d,13,Wordle,minigame,Learning;Reasoning,170,72,72,1,0.4235,0.4235,42.35,42.35
45eac662-3ea6-4f0a-a327-18910895411d,14,Word Bubble,minigame,Learning,200,52,0,4,0.26,0.0,26.0,0.0
45eac662-3ea6-4f0a-a327-18910895411d,16,Verbal Memory,minigame,Memory,250,124,124,1,0.496,0.496,49.6,49.6
45eac662-3ea6-4f0a-a327-18910895411d,33,Level 4,level,Reasoning;Reflex,120,78,78,1,0.65,0.65,65.0,65.0
517b9976-d2ab-40bb-b250-cfce5e299567,0,Cipher Rush,minigame,Attention;Reflex,250,120,17,3,0.48,0.068,48.0,6.8
517b9976-d2ab-40bb-b250-cfce5e299567,1,Match-a-Mole,minigame,Reflex;Attention,300,250,185,2,0.8333,0.6167,83.33,61.67
517b9976-d2ab-40bb-b250-cfce5e299567,2,"Good Guy, Bad Guy",minigame,Memory,200,0,0,1,0.0,0.0,0.0,0.0
517b9976-d2ab-40bb-b250-cfce5e299567,3,Feed The Fishes,minigame,Memory;Attention,90,0,0,2,0.0,0.0,0.0,0.0
517b9976-d2ab-40bb-b250-cfce5e299567,4,Train of Thoughts,minigame,Reflex;Reasoning,200,70,47,3,0.35,0.235,35.0,23.5
517b9976-d2ab-40bb-b250-cfce5e299567,5,Match The Notes,minigame,Memory;Perception,200,40,20,2,0.2,0.1,20.0,10.0
517b9976-d2ab-40bb-b250-cfce5e299567,7,Find Me If You Can,minigame,Perception,275,35,5,7,0.1273,0.0182,12.73,1.82
517b9976-d2ab-40bb-b250-cfce5e299567,8,Word Reveal,minigame,Attention;Memory,170,0,0,3,0.0,0.0,0.0,0.0
517b9976-d2ab-40bb-b250-cfce5e299567,10,Sequence Grid,minigame,Memory,100,30,15,4,0.3,0.15,30.0,15.0
517b9976-d2ab-40bb-b250-cfce5e299567,14,Word Bubble,minigame,Learning,200,36,18,2,0.18,0.09,18.0,9.0
517b9976-d2ab-40bb-b250-cfce5e299567,30,Level 1,level,Reflex;Attention,95,0,40,10,0.0,0.4211,0.0,42.11
5414e0d6-f807-44bb-948c-00eb2056c359,1,Match-a-Mole,minigame,Reflex;Attention,300,52,52,1,0.1733,0.1733,17.33,17.33
5414e0d6-f807-44bb-948c-00eb2056c359,10,Sequence Grid,minigame,Memory,100,13,0,3,0.13,0.0,13.0,0.0
5414e0d6-f807-44bb-948c-00eb2056c359,13,Wordle,minigame,Learning;Reasoning,170,64,64,1,0.3765,0.3765,37.65,37.65
5414e0d6-f807-44bb-948c-00eb2056c359,16,Verbal Memory,minigame,Memory,250,111,61,2,0.444,0.244,44.4,24.4
5414e0d6-f807-44bb-948c-00eb2056c359,19,Odd One Out,minigame,Reasoning,175,53,30,3,0.3029,0.1714,30.29,17.14
5414e0d6-f807-44bb-948c-00eb2056c359,30,Level 1,level,Reflex;Attention,95,34,15,2,0.3579,0.1579,35.79,15.79
5414e0d6-f807-44bb-948c-00eb2056c359,34,Level 5,level,Reasoning,190,13,13,1,0.0684,0.0684,6.84,6.84
54716eaf-ebd2-4b23-8374-4a9e022d81ad (1),0,Cipher Rush,minigame,Attention;Reflex,250,100,100,1,0.4,0.4,40.0,40.0
54716eaf-ebd2-4b23-8374-4a9e022d81ad (1),1,Match-a-Mole,minigame,Reflex;Attention,300,245,245,1,0.8167,0.8167,81.67,81.67
54716eaf-ebd2-4b23-8374-4a9e022d81ad (1),2,"Good Guy, Bad Guy",minigame,Memory,200,185,170,4,0.925,0.85,92.5,85.0
54716eaf-ebd2-4b23-8374-4a9e022d81ad (1),30,Level 1,level,Reflex;Attention,95,95,95,1,1.0,1.0,100.0,100.0
578f0064-ba44-4300-ba13-5bfa94e295aa,1,Match-a-Mole,minigame,Reflex;Attention,300,215,215,1,0.7167,0.7167,71.67,71.67
578f0064-ba44-4300-ba13-5bfa94e295aa,4,Train of Thoughts,minigame,Reflex;Reasoning,200,200,185,2,1.0,0.925,100.0,92.5
578f0064-ba44-4300-ba13-5bfa94e295aa,6,Wordify,minigame,Learning,70,35,21,4,0.5,0.3,50.0,30.0
578f0064-ba44-4300-ba13-5bfa94e295aa,7,Find Me If You Can,minigame,Perception,275,220,220,1,0.8,0.8,80.0,80.0
578f0064-ba44-4300-ba13-5bfa94e295aa,8,Word Reveal,minigame,Attention;Memory,170,112,112,1,0.6588,0.6588,65.88,65.88
578f0064-ba44-4300-ba13-5bfa94e295aa,9,Precision Product,minigame,Reflex;Learning,225,125,125,1,0.5556,0.5556,55.56,55.56
578f0064-ba44-4300-ba13-5bfa94e295aa,10,Sequence Grid,minigame,Memory,100,60,60,1,0.6,0.6,60.0,60.0
578f0064-ba44-4300-ba13-5bfa94e295aa,11,Perception Match,minigame,Perception;Memory,250,75,75,1,0.3,0.3,30.0,30.0
578f0064-ba44-4300-ba13-5bfa94e295aa,12,"Faster, Please",minigame,Reflex,200,181,175,2,0.905,0.875,90.5,87.5
578f0064-ba44-4300-ba13-5bfa94e295aa,13,Wordle,minigame,Learning;Reasoning,170,110,90,2,0.6471,0.5294,64.71,52.94
578f0064-ba44-4300-ba13-5bfa94e295aa,14,Word Bubble,minigame,Learning,200,91,91,1,0.455,0.455,45.5,45.5
578f0064-ba44-4300-ba13-5bfa94e295aa,15,Sequence Match,minigame,Memory,80,30,30,1,0.375,0.375,37.5,37.5
578f0064-ba44-4300-ba13-5bfa94e295aa,16,Verbal Memory,minigame,Memory,250,250,250,1,1.0,1.0,100.0,100.0
578f0064-ba44-4300-ba13-5bfa94e295aa,31,Level 2,level,Memory;Attention,100,100,100,2,1.0,1.0,100.0,100.0
578f0064-ba44-4300-ba13-5bfa94e295aa,33,Level 4,level,Reasoning;Reflex,120,120,120,1,1.0,1.0,100.0,100.0
5b190361-fc48-47f8-b155-85daa06d2d0c,0,Cipher Rush,minigame,Attention;Reflex,250,193,143,3,0.772,0.572,77.2,57.2
5b190361-fc48-47f8-b155-85daa06d2d0c,2,"Good Guy, Bad Guy",minigame,Memory,200,148,148,1,0.74,0.74,74.0,74.0
5b190361-fc48-47f8-b155-85daa06d2d0c,3,Feed The Fishes,minigame,Memory;Attention,90,54,54,1,0.6,0.6,60.0,60.0
5b190361-fc48-47f8-b155-85daa06d2d0c,4,Train of Thoughts,minigame,Reflex;Reasoning,200,129,129,1,0.645,0.645,64.5,64.5
5b190361-fc48-47f8-b155-85daa06d2d0c,5,Match The Notes,minigame,Memory;Perception,200,161,161,1,0.805,0.805,80.5,80.5
5b190361-fc48-47f8-b155-85daa06d2d0c,6,Wordify,minigame,Learning,70,53,46,6,0.7571,0.6571,75.71,65.71
5b190361-fc48-47f8-b155-85daa06d2d0c,7,Find Me If You Can,minigame,Perception,275,161,161,1,0.5855,0.5855,58.55,58.55
5b190361-fc48-47f8-b155-85daa06d2d0c,8,Word Reveal,minigame,Attention;Memory,170,147,108,3,0.8647,0.6353,86.47,63.53
5b190361-fc48-47f8-b155-85daa06d2d0c,12,"Faster, Please",minigame,Reflex,200,122,94,5,0.61,0.47,61.0,47.0
5b190361-fc48-47f8-b155-85daa06d2d0c,13,Wordle,minigame,Learning;Reasoning,170,89,89,1,0.5235,0.5235,52.35,52.35
5b190361-fc48-47f8-b155-85daa06d2d0c,14,Word Bubble,minigame,Learning,200,110,84,2,0.55,0.42,55.0,42.0
5b190361-fc48-47f8-b155-85daa06d2d0c,15,Sequence Match,minigame,Memory,80,50,50,1,0.625,0.625,62.5,62.5
5b190361-fc48-47f8-b155-85daa06d2d0c,16,Verbal Memory,minigame,Memory,250,201,172,4,0.804,0.688,80.4,68.8
5b190361-fc48-47f8-b155-85daa06d2d0c,17,Number Memory,minigame,Memory,125,47,21,13,0.376,0.168,37.6,16.8
5b190361-fc48-47f8-b155-85daa06d2d0c,18,Stop The Clock,minigame,Reflex,800,527,527,1,0.6587,0.6587,65.88,65.88
5b190361-fc48-47f8-b155-85daa06d2d0c,30,Level 1,level,Reflex;Attention,95,75,75,1,0.7895,0.7895,78.95,78.95
5b190361-fc48-47f8-b155-85daa06d2d0c,31,Level 2,level,Memory;Attention,100,81,81,1,0.81,0.81,81.0,81.0
5b190361-fc48-47f8-b155-85daa06d2d0c,32,Level 3,level,Memory;Perception,85,59,59,1,0.6941,0.6941,69.41,69.41
